Anmerkungen,Ort Motiv,Koordinaten Motiv,Jahr Motiv,Titel,Untertitel,Ort Verlag,Verlag,Nummer,Schlagwörter,Mitarbeiter/Fotograf,Absendeort,Absendeort Koordinaten,Empfangsort,Empfangsort Koordinaten,Anzahl Menschen,Jahr Motiv bereinigt,Land
,Lübstorf,"53.72561,11.41471",1984,LÜBSTORF KR. SCHWERIN,,Reichenbach (Vogtl),BILD UND HEIMAT REICHENBACH (VOGTL),A 1/B 282/84 IV-14-483 01 02 09 043,1980er; 1984; Bautyp - Einfamilienhaus; Bezirk Schwerin; Briefmarke - 1984 - Grünes Gewölbe Dresden: Kunstwerke - Balthasar Permoser: Der Frühling; gelaufen 1985; Kreis Schwerin Land; nach: Billeben; Nachricht - Baden; Nachricht - Ort - Ostsee; Nachricht - Ort - Schweriner See; Name - Edith; Name - Yvonne; Natur - Bäume; Natur - Schilf; Ort - Lübstorf; Ort - Lübstorf - Polytechnische Oberschule; Ort - Lübstorf - Schweriner Chaussee; Per - Edith Kamenik; Schule; Schule - Ort - Lübstorf - Polytechnische Oberschule; Schule - Typ - Polytechnische Oberschule; Schulhof; Schulhof - Sand; See - Schweriner See; Stadtdetail - Fahnenmasten; Stempel - Werbestempel - Versicherung - dem Gesamtwert entsprechend versichern HAUSHALTVERSICHERUNG; Straße - Schweriner Chaussee - Lübstorf; Uhr; Uhrzeit - 17:11; Verkehr - Landstraße; von: Lübstorf,,Lübstorf,"53.72561,11.41471",Billeben,"51.2647,10.7386",1,1984,Germany
,Lübtheen,"53.3,11.083333333333334",1979,Lübtheen (Meckl.) // Stellingstraße,,Reichenbach (Vogtl),BILD UND  HEIMAT REICHENBACH (VOGTL),III/18/197 A 1/B 300/79 01 02 04 120,1970er; 1979; Archigrafie - Deutsches Haus; Archigrafie - Filmtheater; Bautyp - Altbauten; Bezirk Schwerin; Detail - Aushang; Detail - Verkehrskegel; Dorfstraße; Fotografie - Laub - von links; Himmel - Wolken; Kino; Kino - Ort - Lübtheen - Lübtheener Lichtspiele; Kreis Hagenow; Natur - Baum; Ort - Lübtheen; Ort - Lübtheen - Stellingstraße; Stadtdetail - Schaukasten; Straße - Stellingstraße - Lübtheen; ungelaufen; Verkehr - Fahrbahnmarkierung; Verkehrszeichen - Achtung Fußgänger; Verkehrszeichen - Radfahrer,Stöhr (Greiz),o.A.,,o.A.,,1,1979,Germany
,Lübz,"53.461574,12.029001",,Lübz (Meckl.),Filmtheater,Reichenbach (Vogtl),BILD UND HEIMAT REICHENBACH (VOGTL),III/18/6 A 3/60 DDR Best.-Nr. 2/864,1960; 1960er; Architektur - Stil - Nationale Bautradition; Baudetail - Dachrinnen; Baudetail - Laterne; Baudetail - Säulen; Baudetail - Schaukasten; Baudetail - Treppe; Bezirk Schwerin; Briefmarke - 1961 - Hochseefischerei - Fischtrawler; DDR - Bulgarien; Detail - Aushangfotos; Detail - Filmplakat; Fotografie - Laub - von links oben; Fotografie - Laub - von oben; Fotografie - Laub - von rechts oben; gelaufen 1960er; gelaufen 1962; Kino; Kino - Ort - Lübz - Filmtheater; Kreis Lübz; Menschen - keine; nach: Sofia; Nachricht - Bezug zur Bildseite; Nachricht - Erinnerung; Nachricht - Kinobesuch; Nachricht - Weintrauben; Name - Gisela; Ort - Lübz; Ort - Lübz - Filmtheater; Stempel - Tagesstempel - LÜBZ MECKL b; von: Lübz,"Darr, [Reichenbach (Vogtl.)]",Lübz,"53.461574,12.029001",Sofia,"42.697886,23.321726",0,,Germany
,Lucka,"51.095,12.335277777778",1972,Lucka (Kr. Altenburg) // Peter-Göring-Oberschule und Ladenstraße,,Reichenbach (Vogtl),BILD UND  HEIMAT REICHENBACH (VOGTL),III/18/203 A 1/B 373/72 13/3436,"1970er; 1972; Bezirk Leipzig; Briefmarke - Aufbau in der DDR - Großformat - Neptunbrunnen und Wohnhochhaus, Rathausstraße, Berlin; Fotografie - Panorama; gelaufen 1974; Handel; Kreis Altenburg; Menschen - Passanten; nach: Leipzig; Nachricht - An die Eltern; Nachricht - An die Geschwister; Nachricht - Ankunft - gut; Nachricht - Familiäres; Ort - Lucka; Ort - Lucka - Peter-Göring-Oberschule; Schule; Schule - Ort - Lucka - Peter-Göring-Oberschule Lucka; Schulhof; Stadtdetail - Laterne - Abknicklampe; Stempel - Tagesstempel - Lucka 7403 b; Verkehr - Fahrräder; von: Lucka",,Lucka,"51.095,12.335277777778",Leipzig,"51.3406321,12.3747329",0,1972,Germany
,Luckau,"51.85,13.716666666667",1985,Luckau Karl-Liebknecht-Denkmal; Neubauten; Freibad; Markt; Hauptstraße,,Reichenbach (Vogtl),BILD UND HEIMAT REICHENBACH (VOGTL),III/26/13 A1/1044/85 301044 01 06 0126/10,1980er; 1985; Bautyp - Neubauten; Bezirk Cottbus; Freibad; Gedenkstätte; Karl Liebknecht; Kreis Luckau; Ort - Luckau; Ort - Luckau - Hauptstraße; Ortsansicht; Skulptur; Stadtgestaltung - Altstadt; Straße - Hauptstraße - Luckau,Darr (Reichenbach),o.A.,,o.A.,,0,1985,Germany
,Lückenmühle,"50.5353,11.6195",1981,Betriebsferienheim // des VEB NARVA Berlin,6851 Lückenmühle,Lobenstein,"Verlag  Photo-König, 6850 Lobenstein",V 5 33 5236 M 2/81,1980er; 1981; Baudetail - Deckenverkleidung; Baudetail - Glastür; Baudetail - Vertäfelung; Betriebsferienheim; Betriebsferienheim - VEB Narva Lückenmühle; Bezirk Gera; Detail - Bild - Gemälde; Detail - Dreschflegel; Detail - Tischdecken; Detail - Tischmatten; Detail - Zimmerpflanzen; Fotografie - Innenaufnahme; Ins - VEB NARVA Berlin; Kreis Lobenstein; Menschen - keine; Möbel - Lampen; Möbel - Stühle; Möbel - Tische; Ort - Lückenmühle; Ort - Lückenmühle - Betriebsferienheim VEB NARVA BERLIN; Raumtyp - Speisesaal; ungelaufen,,o.A.,,o.A.,,0,1981,Germany
,Luckenwalde,"52.083055555556,13.166666666667",1966,LUCKENWALDE,Ernst-Thälmann-Straße mit Johanniskirche,Magdeburg,Verlag Konsum FOKU Magdeburg,IV 14 66 IV 14 6 N 31/66 A 3215,1960er; 1966; Baudetail - Fenster; Baumaterial - Feldstein; Bautyp - Kirchturm; Bezirk Potsdam; Detail - Abfallbehälter; Detail - Antennen; Detail - Fahrradständer; Detail - Markise; Detail - Uhr; Einzelhandel - Art - Schuhe; Fotografie - Perspektive; Kirche; Kirche - Ort - Luckenwalde - Johanniskirche; Kirche - Patrozinium - Johannis; Kreis Luckenwalde; Menschen - Passanten; Ort - Luckenwalde; Ort - Luckenwalde - Ernst-Thälmann-Straße; Ort - Luckenwalde - Johanniskirche; Philokartie - Eindruck - Logo konsum fotocolor magdeburg; Stadtdetail - Absperrstange; Stadtgestaltung - Grünanlage; Stadtgestaltung - Laternen; Straße - Ernst-Thälmann-Straße - Luckenwalde; Tätigkeit - Gehen; Tätigkeit - Radfahren; Uhrzeit - 12:55; ungelaufen; Verkehrszeichen - Einfahrt verboten,,o.A.,,o.A.,,0,1966,Germany
,Luckenwalde,"52.083055555556,13.166666666667",1967,Luckenwalde,Leninplatz,Reichenbach (Vogtl),BILD UND  HEIMAT REICHENBACH (VOGTL),III/18/6 A 1/B 330/67 4/1316,1960er; 1967; Baudetail - Balkone; Baudetail - Schornsteine; Baudetail - Vordach; Bautyp - Neubaublöcke; Bezirk Potsdam; Detail - Antennen; Detail - Klingelschild; Fotografie - Laub - von rechts; Kleidung - Accessoire - Tasche; Kleidung - Kleid - Sommerkleid; Kreis Luckenwalde; Menschen - Passanten; Ort - Luckenwalde; Ort - Luckenwalde - Leninplatz; Stadtdetail - Aushang; Stadtnatur - Bäume; Stadtnatur - Hecke; Straße - Leninplatz - Luckenwalde; Tätigkeit - Gehen; Tätigkeit - Schauen - vom Balkon; ungelaufen; Verkehr - Bus; Verkehr - Bushaltestelle,"Darr, [Bild und Heimat]",o.A.,,o.A.,,0,1967,Germany
,Luckenwalde,"52.083055555556,13.166666666667",1978,Luckenwalde,Eingang zum Tierpark,Reichenbach (Vogtl),BILD UND HEIMAT REICHENBACH (VOGTL),V 11 50 A 1/B 417/78 01 04 09 029,1970er; 1978; Baudetail - Tor; Bezirk Potsdam; Detail - Abfallbehälter; Detail - Laterne; Detail - Schild; Detail - Zaun; Detail - Ziergitter - Eichhörnchen; Jahreszeit - Sommer; Kleidung - Kleid - Sommerkleid; Kreis Luckenwalde; Menschen - 11; Natur - Baum - Birke; Natur - Bäume; Natur - Rasen; Ort - Luckenwalde; Ort - Luckenwalde - Tierpark; Philokartie - Eindruck - Logo BILD UND HEIMAT; Tätigkeit - Gehen; Tätigkeit - Lachen; Tätigkeit - Plaudern; ungelaufen; Zoo - Ort - Luckenwalde - Tierpark,"Heil, Luckenwalde",o.A.,,o.A.,,11,1978,Germany
,Luckenwalde,"52.083055555556,13.166666666667",1979,Luckenwalde,Leninplatz,Reichenbach (Vogtl),BILD UND  HEIMAT REICHENBACH (VOGTL),III/18/197 A 1/B 748/79 01 04 09 027,1970er; 1979; Baudetail - Balkone; Baudetail - Treppe; Bautyp - Leninplatz; Bezirk Potsdam; Detail - Antennen; Detail - Aufsteller - 25 Jahre DDR; Detail - Auto - Tür offen; Detail - Balkongestaltung; Detail - Briefkasten; Detail - Fahrradständer; Detail - Rufsäule; Ehrenmal; Ehrenmal - Ort - Luckenwalde - Leninplatz; Kreis Luckenwalde; Menschen - 2; Ort - Luckenwalde; Ort - Luckenwalde - Leninplatz; Stadtdetail - Laternen; Stadtdetail - Pflanztöpfe; Stadtdetail - Springbrunnen; Stadtdetail - Springbrunnen - inaktiv; Stadtgestaltung - Taxistand; Stadtnatur - Bäume; ungelaufen; Verkehr - LKW - W50; Verkehr - Taxi; Verkehrszeichen - Parkplatz,"Heil, Luckenwalde",o.A.,,o.A.,,2,1979,Germany
,Luckenwalde,"52.083055555556,13.166666666667",1979,Luckenwalde // Parkcafé,,Reichenbach (Vogtl),BILD UND HEIMAT REICHENBACH (VOGTL),V 11 50 A 1/B 742/79 01 04 09 026,1970er; 1979; Architektur; Baudetail - Schornstein; Baudetail - Terrasse; Bezirk Potsdam; Detail - Heu; Detail - Kinderwagen; Gastronomie; Gastronomie - Art - Café; Kreis Luckenwalde; Menschen - Kind; Natur - Bäume; Ort - Luckenwalde; Ort - Luckenwalde - Parkcafé; Stadtdetail - Laternen; Tätigkeit - Café-Besuchen; Tätigkeit - Kutschfahrt; Tätigkeit - Sitzen; Tiere - Pferde; Verkehr - Fahrräder; Verkehr - Kutsche; Wand - Natursteinwand,"Heil, Luckenwalde",o.A.,,o.A.,,2,1979,Germany
,Luckenwalde,"52.083055555556,13.166666666667",1982,LUCKENWALDE,Georg-Dimitroff- und Bertolt- // Brecht Oberschule,Reichenbach (Vogtl),BILD UND  HEIMAT REICHENBACH (VOGTL),A 1/B 399/82 IV-14-483 01 04 09 057,"1980er; 1982; Archigrafie; Archigrafie - BERTOLT-BRECHT-OBERSCHULE; Archigrafie - Georg-Dimitroff-Oberschule; Architektur - Stil - Typenbauweise; Baudetail - Tor; Baudetail - Tor - offen; Bezirk Potsdam; Briefmarke - Aufbau in der DDR - Kleinformat - Berlin-Alexanderplatz, Weltzeituhr; Detail - Zaun; Fotografie - Perspektive; Gedenkstein; gelaufen - 1990 - 01 - 19; gelaufen 1990; gelaufen 1990er; Ins - Radio TV - High Line; Kreis Luckenwalde; Menschen - Kinder; Menschen - Personen - 3; nach: Berlin; Nachricht - Radio; Nachricht - Radio - Musikwunsch; Nachricht - Roxette; Name - Claudia; Natur - Baum - jung; Natur - Sträucher; Ort - Luckenwalde; Ort - Luckenwalde - Bertolt-Brecht-Oberschule; Ort - Luckenwalde - Georg-Dimitroff-Oberschule; Per - Claudia Tietz; Schild - Das Radfahren auf dem Schulgelände ist untersagt; Schule; Schule - Ort - Luckenwalde - Bertolt-Brecht-Oberschule; Schule - Ort - Luckenwalde - Georg-Dimitroff-Oberschule; Schulhof; Stadtdetail - Laterne - RSL1; Stadtdetail - Laternen; Stempel - Tagesstempel - LUCKENWALDE 1 l; von: Luckenwalde","Darr, [Bild und Heimat]",Luckenwalde,"52.083055555556,13.166666666667",Berlin,"52.516666666667,13.383333333333",3,1982,Germany
,Ludwigsfelde,"52.29972222222222,13.266666666666667",1966,Ludwigsfelde / Kr. Zossen,Straße der Jungen Pioniere,Zwickau,Fotografischer Verlag R. Kallmer Zwickau/Sa.,III 18 6 K 2 66,"1960er; 1966; Architekt - Erich Wachlin; Architekt - VEB Hochbauprojektierung Berlin; Architektur - Stil - Nationale Tradition; Bautyp - Neubaublöcke; Bezirk Potsdam; Briefmarke - 1961 - Dauermarkenserie: Staatsratsvorsitzender Walter Ulbricht, 10 Pf. (grün) (Ersttag 29.08.1961); Detail - Absperrkette; Detail - Schaukästen; Fotografie - Perspektive; gelaufen 1960er; Kreis Zossen; Kulturhaus; Kulturhaus - Ort - Ludwigsfelde - Kulturhaus ""Arthur Ladwig""; nach: Leipzig; Name - Ingrid; Name - Peter; Natur - Bäume; Natur - Stadtnatur - Grünanlage; Ort - Ludwigsfelde; Ort - Ludwigsfelde - Straße der Jungen Pioniere; Per - Ingrid Glaubig; Per - Peter Klinge; Stempel - Tagesstempel - Ludwigsfelde; Straße - Straße der Jungen Pioniere - Ludwigsfelde; von: Ludwigsfelde",,Ludwigsfelde,"52.29972222222222,13.266666666666667",Leipzig,"51.3406321,12.3747329",3,1966,Germany
,Ludwigsfelde,"52.29972222222222,13.266666666666667",1971,Ludwigsfelde (Kr. Zossen) Potsdamer Straße,,Reichenbach (Vogtl),BILD UND  HEIMAT REICHENBACH (VOGTL),A 1/B 1/71 IV 14-45 K 1741,1970er; 1971; Bezirk Potsdam; Kreis Zossen; Menschen - Kinder; Ort - Ludwigsfelde - Potsdamer Straße; Spielplatz; Stadtgestaltung - Wohngebiet; Straße - Potsdamer Straße - Ludwigsfelde,Kampmann (Berlin),o.A.,,o.A.,,3,1971,Germany
,Ludwigsfelde,"52.29972222222222,13.266666666666667",1979,Ludwigsfelde (Kr. Zossen) Potsdamer Straße,,Reichenbach (Vogtl),BILD UND HEIMAT REICHENBACH (VOGTL),III/18/197 A 1/B 692/79 01 04 17 186,1970er; 1979; Bezirk Potsdam; Bildung; Kreis Zossen; Menschen - Kind; Natur - Stadtnatur - Grünanlage; Ort - Ludwigsfelde; Ort - Ludwigsfelde - Potsdamer Straße; Straße - Potsdamer Straße - Ludwigsfelde,Zoepffel,o.A.,,o.A.,,3,1979,Germany
,Ludwigsfelde,"52.29972222222222,13.266666666666667",1981,Ludwigsfelde Kr. Zossen,1 Heinrich-Heine-Platz // 2 Ernst-Schneller- und Anton-Saefkow-Oberschule // 3 Rosa-Luxemburg-Straße // 4 Kontakt-Warenhaus,Reichenbach (Vogtl),BILD UND  HEIMAT REICHENBACH (VOGTL),V 11 50 A 1/B 168/81 01 04 17 233,"1980er; 1981; Archigrafie - ANTON-SAEFKOW SCHULE; Archigrafie - ERNST-SCHNELLER SCHULE; Archigrafie - kontakt; Bezirk Potsdam; Briefmarke - Aufbau in der DDR - Kleinformat - Palast der Republik, Berlin; Detail - Laternen; Detail - Relief; Einzelhandel - Art - Kaufhaus; Einzelhandel - Art - Kontakt-Kaufhaus; Einzelhandel - Ort - Ludwigsfelde - Kontakt-Kaufhaus; gelaufen 1980er; gelaufen 1988; Kreis Zossen; Künstler - Waldemar Grzimek; Künstler - Waldemar Grzimek - Heinrich-Heine-Denkmal Ludwigsfelde; nach: Großbreitenbach; Nachricht - Alter; Nachricht - Alter - 9 Jahre; Nachricht - Automobilbau; Nachricht - Ort - Löwenbruch; Nachricht - Ort - Ludwigsfelde; Name - Claudia; Name - Ivonne; Ort - Ludwigsfelde; Ort - Ludwigsfelde - Anton-Saefkow-Oberschule; Ort - Ludwigsfelde - Ernst-Schneller-Oberschule; Ort - Ludwigsfelde - Heinrich-Heine-Platz; Ort - Ludwigsfelde - Rosa-Luxemburg-Straße; Per - Claudia Föhr; Schule; Schule - Ort - Ludwigsfelde - Anton-Saefkow-Oberschule; Schule - Ort - Ludwigsfelde - Ernst-Schneller-Oberschule; Schulhof; Stadtdetail - Absperrstange; Stadtgestaltung - Grünanlage; Stadtgestaltung - Neubaugebiet; Stadtgestaltung - Parkplatz; Stadtnatur - Bäume; Stempel - Tagesstempel - LUDWIGSFELDE 3 17 b; Straße - Heinrich-Heine-Platz - Ludwigsfelde; Straße - Rosa-Luxemburg-Straße - Ludwigsfelde; Verkehr - Autos; von: Ludwigsfelde","Darr, [Bild und Heimat]",Ludwigsfelde,"52.29972222222222,13.266666666666667",Großbreitenbach,"50.582777777778,11.010555555556",3,1981,Germany
,Ludwigslust,"53.33325,11.50235",1977,Ludwigslust (Meckl.),Johannes-Gilhoff-Straße,Reichenbach (Vogtl),BILD UND HEIMAT REICHENBACH (VOGTL),III/18/197 A 1/B 37/77 01 02 05 157,1970er; 1977; Archigrafie; Archigrafie - Willi-Bredel-Oberschule; Architektur - Stil - Typenbauweise; Bautyp - Fahradabstellschuppen; Bautyp - Neubaublock; Bezirk Schwerin; Detail - Zaun - Lattenzaun; Fotografie - Laub - von links oben; Fotografie - Perspektive; Kreis Ludwigslust; Menschen - Kinder; Natur - Baum - frischgepflanzt; Natur - Bäume; Ort - Ludwigslust; Ort - Ludwigslust - Johannes-Gillhoff-Straße; Ort - Ludwigslust - Willi-Bredel-Oberschule; Schule; Schule - Ort - Ludwigslust - Willi-Bredel-Oberschule; Stadtdetail - Bordsteinkante; Stadtdetail - Fahnenmasten; Stadtgestaltung - Neubaugebiet; Straße - Johannes-Gillhoff-Straße - Ludwigslust; ungelaufen,"Darr, [Bild und Heimat]",o.A.,,o.A.,,3,1977,Germany
,Ludwigslust,"53.33325,11.50235",1977,Ludwigslust (Meckl.),Willi-Bredel-Oberschule,Reichenbach (Vogtl),BILD UND  HEIMAT REICHENBACH (VOGTL),III/18/197 A 1/B 37/77 01 02 05 160,1970er; 1977; Archigrafie; Archigrafie - Willi-Bredel-Oberschule; Architektur - Stil - Typenbauweise; Bezirk Schwerin; Fotografie - Perspektive; Kreis Ludwigslust; Kunst am Bau - Friedenstaube; Menschen - Kinder; Natur - Bäume; Ort - Ludwigslust; Ort - Ludwigslust - Willi-Bredel-Oberschule; Schule; Schule - Ort - Ludwigslust - Willi-Bredel-Oberschule; Stadtdetail - Bordsteinkante; Stadtdetail - Fahnenmasten; ungelaufen,"Darr, [Bild und Heimat]",o.A.,,o.A.,,3,1977,Germany
,Ludwigslust,"53.33325,11.50235",1979,Ludwigslust,Wilhelm-Pieck-Halle,Reichenbach (Vogtl),BILD UND HEIMAT REICHENBACH (VOGTL),V 11 50 A 1/B 326/79 01 02 05 260,1970er; 1979; Bezirk Schwerin; Briefmarke - 1981 - Seltene Gehölze - Schneeglöckchenbaum; gelaufen - 1981 - 08 - 21; gelaufen 1980er; gelaufen 1981; Kleidung - Turnhosw; Kreis Ludwigslust; Menschen - 3; Ort - Ludwigslust; Ort - Ludwigslust - Wilhelm-Pieck-Halle; Philokartie - Eindruck - Logo BILD UND HEIMAT; Schild - WILHELM-PIECK-Halle; Sportanlage - Turnhalle; Stadtdetail - Laterne - RSL1; Stadtnatur - Bäume; Stempel - Tagesstempel - GRABOW c; Verkehrszeichen - Parkplatz nur für PKW; Verkehrszeichen - Stopschild,"Wanke, Neustadt-Glewe",o.A.,,o.A.,,3,1979,Germany
,Ludwigslust,"53.33325,11.50235",1980,LUDWIGSLUST,Schule,Reichenbach (Vogtl),BILD UND  HEIMAT REICHENBACH (VOGTL),A 1/B 488/80 IV-14-483 01 02 05 0261,1980; 1980er; Bautyp - Plattenbau; Bezirk Schwerin; Detail - Zaun; Fotografie - Laub - von links oben; Fotografie - Schatten; Kleidung - Kniestrümpfe; Kleidung - Ledermantel; Kreis Ludwigslust; Menschen - 5; Ort - Ludwigslust; Ort - Ludwigslust - Schule; Philokartie - Eindruck - Logo BILD UND HEIMAT; Schule; Schule - Ort - Ludwigslust; Stadtdetail - Laterne; Tätigkeit - Gehen; Tätigkeit - Spielen; ungelaufen; Verkehr - Trabant,"Wanke, Neustadt-Glewe",o.A.,,o.A.,,5,1980,Germany
,Ludwigslust,"53.33325,11.50235",1980,Ludwigslust. Kaufhalle Nord,,Reichenbach (Vogtl),BILD UND HEIMAT REICHENBACH (VOGTL),A 1/B 488(80 IV-14-483 01 02 05 159,1980; 1980er; Bautyp - Neubauten; Bezirk Schwerin; Einzelhandel - Art - Kaufhalle; Einzelhandel - Ort - Ludwigslust - Kaufhalle Nord; Handel; Kreis Ludwigslust; Ort - Ludwigslust; Ort - Ludwigslust - Kaufhalle Nord; Stadtgestaltung - Wohngebiet,Darr (Bild und Heimat),o.A.,,o.A.,,5,1980,Germany
,Lugau,"50.738333333333,12.746388888889",1962,Lugau (Erzgeb.),Stollberger Straße,Reichenbach (Vogtl),BILD UND  HEIMAT REICHENBACH (VOGTL),V 11 28 - A 3/62 - DDR 14/2609 964/62,Archigrafie - Eis Diele; Baudetail - Markise; Baudetail - Schaufenster; Bautyp - Altbauten; Bezirk Karl-Marx-Stadt; Briefmarke - entfernt; Detail - Uhr; Einzelhandel - Art - Schuhe; Fotografie - Perspektive; Gastronomie - Art - Eisdiele; Gastronomie - Ort - Lugau - Eisdiele; gelaufen - 1968 - 10 - 02; gelaufen 1960er; gelaufen 1968; Kreis Stollberg; Menschen - Mutter mit Kind; Menschen - viele; nach: Karl-Marx-Stadt; Nachricht - Anrede - Herrn; Nachricht - Besuchsankündigung; Name - Arthur; Name - Elfriede; Name - Rolf; Ort - Lugau - Stollberger Straße; Per - Arthur Barthel; Schild - KONSUM Schuhwaren; Stadtdetail - Absperrkette; Stadtdetail - Gulli; Stadtdetail - Oberleitung; Stadtnatur - Bäume; Stempel - Tagesstempel - LUGAU 915 b; Straße - Stollberger Straße - Lugau; Tätigkeit - Fahrrad schieben; Tätigkeit - Gehen; Tätigkeit - Radfahren; Uhrzeit - 15:14; Verkehr - Fahrräder; Verkehr - Kopfsteinpflaster; von: Lugau,,Lugau,"50.738333333333,12.746388888889",Karl-Marx-Stadt,"50.833333333333,12.916666666667",5,1962,Germany
,Lugau,"50.738333333333,12.746388888889",1977,"LUGAU , Kr. Stollberg // Einfamilienhäuser an der Zechenstraße",,Reichenbach (Vogtl),BILD UND HEIMAT REICHENBACH (VOGTL),A 3/B/77 IV-14-483 04 14 09 379,1970er; 1977; Baudetail - Garagentor; Baudetail - Garagentor - offen; Baudetail - Schornstein; Bautyp - Einfamilienhaus; Bezirk Karl-Marx-Stadt; Detail - Zaun; Fotografie - Laub - von rechts; Kreis Stollberg; Möbel - Vorhänge; Natur - Gras; Ort - Lugau; Ort - Lugau - Zechenstraße; Straße - Zechenstraße - Lugau; ungelaufen; Verkehr - Einfahrt; Wand - Einfassungsmauer,Karpf (Oelsnitz (E.)),o.A.,,o.A.,,5,1977,Germany
,Luppa,"51.358611111111,13.084722222222",1970,LUPPA KR. OSCHATZ,1 Dresdner Straße // 2 und 4 Karl-Marx-Straße // 3 Leipziger Straße,Reichenbach (Vogtl),BILD UND  HEIMAT REICHENBACH (VOGTL),V 11 50 A 1/B 607/70 13/3877,1970er; 1971; Archigrafie - LPG Eintracht; Bezirk Leipzig; Detail - Abgrenzungssteine; Detail - Aushang; Detail - Hecke; Detail - Strommast; Detail - Zaun - Lattenzaun; gelaufen 1970er; gelaufen 1971; Jahreszeit - verschiedene; Kirche; Kirche - Ort - Luppa; Kleidung - Accessoire - Sonnenbrille; Kreis Oschatz; Menschen - Kinder; Menschen - Kindergruppe; nach: Strausberg; Nachricht - Anrede - Fräulein; Nachricht - Feriengrüße; Name - Annette; Name - Rita; Natur - Baum - Birke; Ort - Luppa; Ort - Luppa - Dresdner Straße; Ort - Luppa - Karl-Marx-Straße; Ort - Luppa - Leipziger Straße; Per - Annette Wieja; Per - Rita Hirscher; Straße - Dresdner Straße - Luppa; Straße - Karl-Marx-Straße - Luppa; Straße - Leipziger Straße - Luppa; Verkehr - Auto - Wartburg; Verkehr - Autos; Verkehr - Traktor; Verkehrszeichen - Vorfahrt beachten; von: Oschatz; Wand - Mauer; Wegweiser - Torgau Dresden Grimma,Kühn (Leipzig),Oschatz,"51.300277777778,13.107222222222",Strausberg,"52.580833333333,13.881388888889",5,1970,Germany
,Lützen,"51.25972222222222,12.141666666666667",1974,Lützen (Kr. Weißenfels),Neubauten am Schwanenteich,Reichenbach (Vogtl),BILD UND HEIMAT REICHENBACH (VOGTL),III/18/98 A 1/B 360/74 01 08 18 060,"1970er; 1974; Baudetail - Treppe; Bautyp - Altbauten; Bautyp - Fachwerk; Bautyp - Neubaublöcke; Bezirk Halle; Detail - Antennen; Fotografie - Panorama; Kirche; Kirche - Art - Stadtkirche; Kirche - Ort - Lützen - Stadtkirche St. Viti; Kirche - Patrozinium - Vitus; Kleidung - Schürze; Kreis Weißenfels; Menschen - Kinder; Menschen - Personen - 6; Natur - Bäume; Natur - Rasen; Ort - Lützen; Ort - Lützen - Stadtkirche St. Viti, Ort - Lützen; Stadtgestaltung - Neubaugebiet; ungelaufen","Kühn, Erich [Leipzig]",o.A.,,o.A.,,6,1974,Germany
,Lychen,"53.210055555555556,13.315333333333333",?,"Lychen (Kr. Templin). Zenssee, Bootshafen und Badestelle am Campingplatzz C/79, Am Großen Lychensee, Blick auf den Stadtsee, Ferienzentrum ""Seeblick"" des VEB Baumwollspinnerei und Zwirnerei Leinefelde - Hauptgebäude",,Reichenbach (Vogtl),BILD UND  HEIMAT REICHENBACH (VOGTL),A1/III/26/13 01 03 0245/11,Betriebsferienheim; Bezirk Neubrandenburg; Briefmarke - 1987 - Süßwasserfische Wels (Silurus glanis)(Ersttag 19.05.1987); Detail - Boote; Ins - VEB Baumwollspinnerei und Zwirnerei Leinefelde; Kreis Templin; Landschaft; Nachricht - Unterkunft; Nachricht - Urlaub; Nachricht - Wetter - heiß; Ort - Lychen; See; See - Großer Lychensee; See - Stadtsee Lychen; See - Zenssee; Stadtgestaltung - Altstadt; Tourismus - Ferienheim,Kampmann (Berlin),o.A.,,o.A.,,6,,Germany
,Lychen,"53.210055555555556,13.315333333333333",1971,Lychen,Stargarder Straße mit Stargarder Tor,Reichenbach (Vogtl),BILD UND HEIMAT REICHENBACH (VOGTL),III/18/203 A 1/B 367/71 3/1675,Bautyp - Baracke; Bezirk Neubrandenburg; Detail - Strommast; Fotografie - Laub - von links oben; Fotografie - Perspektive; Kennzeichen - CO 12 74; Kreis Templin; Menschen - Mutter - mit Kinderwagen; Menschen - Paar; Menschen - Passanten; Ort - Lychen; Ort - Lychen - Stargarder Straße; Ort - Lychen - Stargarder Tor; Ort - Lychen - Strandberg; Stadtdetail - Absperrkette; Stadtdetail - Laterne; Stadtnatur - Baum; Straße - Stargarder Straße - Lychen; Straße - Strandberg - Lychen; Tätigkeit - Autofahren; Tätigkeit - Gehen; Tätigkeit - Stehen; ungelaufen; Verkehr - Auto - Trabant; Verkehrszeichen - Achtung Fußgänger; Verkehrszeichen - Parkplatz; Wegweiser - Feldberg - 18 km; Wegweiser - Fürstenberg - 13 km,"Kampmann, [Berlin]",o.A.,,o.A.,,6,1971,Germany
